batch,first,inst_code,inst,major_code,major,second,plan_num
本科批,历史,0423,"中国海洋大学(山东,公办)",45,工商管理,不限,1
本科批,历史,0423,"中国海洋大学(山东,公办)",92,朝鲜语,不限,3
本科批,历史,0423,"中国海洋大学(山东,公办)",95,日语,不限,2
本科批,历史,0423,"中国海洋大学(山东,公办)",96,英语,不限,2
本科批,历史,0356,"中国计量大学(浙江,公办)",21,工商管理类(工商管理、财务管理、市场营销),不限,1
本科批,历史,0356,"中国计量大学(浙江,公办)",39,标准化工程,不限,1
本科批,历史,0290,中国矿业大学(江苏),0E,公共管理类(行政管理),不限,3
本科批,历史,0290,中国矿业大学(江苏),0G,中国语言文学类(汉语言文学),不限,6
本科批,历史,0290,中国矿业大学(江苏),0T,工商管理类(人力资源管理、市场营销、电子商务、会计学),不限,3
本科批,历史,0290,中国矿业大学(江苏),0V,外国语言文学类(英语、德语),不限,4
本科批,历史,3579,中国矿业大学徐海学院,05,会计学,不限,4
本科批,历史,2453,"中国劳动关系学院(北京,公办)",02,"劳动关系(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,2
本科批,历史,2453,"中国劳动关系学院(北京,公办)",03,"人力资源管理(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,6
本科批,历史,2453,"中国劳动关系学院(北京,公办)",05,"法学(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,7
本科批,历史,2453,"中国劳动关系学院(北京,公办)",07,"财务管理(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,4
本科批,历史,2453,"中国劳动关系学院(北京,公办)",08,"劳动经济学(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,2
本科批,历史,2453,"中国劳动关系学院(北京,公办)",10,"劳动与社会保障(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,5
本科批,历史,2453,"中国劳动关系学院(北京,公办)",18,"新闻学(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,3
本科批,历史,2453,"中国劳动关系学院(北京,公办)",19,"汉语言文学(办学地点:北京校本部.低年级在涿州校区就读,详见招生章程)",不限,5
本科批,历史,0355,"中国美术学院(浙江,公办)",03,艺术学理论类(艺术史论、艺术管理),不限,4
本科批,历史,0059,"中国民航大学(天津,公办)",02,法学(航空法)(外语语种英语),不限,2
本科批,历史,0059,"中国民航大学(天津,公办)",03,英语(民航外语)(外语语种英语),不限,4
本科批,历史,0059,"中国民航大学(天津,公办)",06,应用心理学(外语语种英语),不限,1
本科批,历史,0059,"中国民航大学(天津,公办)",0K,交通工程(外语语种英语),化学,1
本科批,历史,0059,"中国民航大学(天津,公办)",1N,翻译(外语语种英语),不限,1
本科批,历史,0059,"中国民航大学(天津,公办)",1P,思想政治教育(外语语种英语),政治,1
本科批,历史,0624,"中国民用航空飞行学院(四川,公办)",01,思想政治教育,政治,3
本科批,历史,0624,"中国民用航空飞行学院(四川,公办)",03,"英语(外语语种限制为英语,高考英语单科成绩不低于110分,须加试口语)",不限,3
本科批,历史,0624,"中国民用航空飞行学院(四川,公办)",04,"翻译(高考英语单科成绩不低于110分,外语语种限制为英语,须加试口语)",不限,2
本科批,历史,0624,"中国民用航空飞行学院(四川,公办)",0S,工商管理,不限,4
本科批,历史,0624,"中国民用航空飞行学院(四川,公办)",0T,市场营销,不限,4
本科批,历史,0624,"中国民用航空飞行学院(四川,公办)",0U,公共事业管理,不限,3
本科批,历史,0019,"中国农业大学(北京,公办)",26,工商管理类(工商管理、会计学)(包含工商管理、会计学、大数据管理与应用三个专业方向),不限,2
本科批,历史,0019,"中国农业大学(北京,公办)",27,法学,不限,2
本科批,历史,0019,"中国农业大学(北京,公办)",28,社会学类(社会学、社会政策),不限,2
本科批,历史,0019,"中国农业大学(北京,公办)",29,英语(外语语种为英语),不限,2
本科批,历史,0019,"中国农业大学(北京,公办)",30,传播学,不限,1
本科批,历史,0019,"中国农业大学(北京,公办)",31,"农村区域发展(专业下设国际发展等方向,第三学期分方向培养)",不限,1
本科批,历史,0019,"中国农业大学(北京,公办)",33,"国际经济与贸易(中外合作办学)(学费国内每年8.8至9.5万元；如出国学习,合作院校将按留学生标准收取学费)",不限,1
本科批,历史,0019,"中国农业大学(北京,公办)",34,"传播学(中外合作办学)(学费国内每年8.8至9.5万元；如出国学习,合作院校将按留学生标准收取学费)",不限,1
本科批,历史,0019,"中国农业大学(北京,公办)",38,"市场营销(新生到北京报到,集体安排在双清路1号住宿.在北京完成第一年学习后,从第二年起到我校烟台研究院进行教学和实习至毕业.不得转入此类型以外专业)",不限,4
本科批,历史,0019,"中国农业大学(北京,公办)",39,"公共事业管理(新生到北京报到,集体安排在双清路1号住宿.在北京完成第一年学习后,从第二年起到我校烟台研究院进行教学和实习至毕业.不得转入此类型以外专业)",不限,4
本科批,历史,0002,"中国人民大学(北京,公办)",01,"人文科学试验班(含双学士学位项目,拔尖人才培养基地)(哲学、宗教学、伦理学、汉语言文学、汉语言、历史学、世界史、考古学)尔根大学交换项目、东京大学互访研学项目；政治学－历史学双学位项目,比利时根特大学和夏威夷大学3＋1＋1本硕联合培养项目；PPE实验班,牛津大学赫特福德学院院际交换项目；国学－古典学双学位项目(保研率超80％),德国波恩大学硕士交流项目等)",不限,2
本科批,历史,0002,"中国人民大学(北京,公办)",02,"社会科学试验班(管理学科类,含双学士学位项目)(资源与环境经济学、农林经济管理、农村区域发展、行政管理、城市管理、土地资源管理、信息资源管理、档案学)",不限,3
本科批,历史,0002,"中国人民大学(北京,公办)",03,"经济学类(含双学士学位项目,拔尖人才培养基地)(经济学、国民经济管理、能源经济、国际经济与贸易、数字经济)(含经济学－数学双学位培养项目、经济学专业(中国特色经济学方向),美国伊利诺伊大学香槟分校、威斯康星大学麦迪逊分校、英国曼彻斯特大学、日本九州大学等名校联合培养项目,优秀本科生直博项目；应用经济－数据科学、应用经济－农村区域发展管理2个双学士学位培养项目等)",不限,2
本科批,历史,0002,"中国人民大学(北京,公办)",04,新闻传播学类(含双学士学位项目)(新闻学、广播电视学、广告学、传播学、国际新闻与传播),不限,3
本科批,历史,0002,"中国人民大学(北京,公办)",05,"工商管理类(含国际三学士学位项目、双学士学位项目)(工商管理、财务管理、会计学、市场营销、管理科学(商业数据分析方向)、贸易经济)(含中意美三学位管理学本科项目、工商管理－法学双学士学位培养项目、工商管理英文教学实验班、管理科学(商业数据分析方向)、会计学(智能会计方向),英国华威大学、加拿大女王大学、新加坡南洋理工大学、西班牙IE商学院等校免学费交流项目)",不限,5
本科批,历史,0002,"中国人民大学(北京,公办)",06,"金融学类(含双学士学位项目)(金融学、金融工程、保险学、信用管理)(含金融学－数学双学士学位培养项目、金融学－数据科学与大数据技术(工学)实验班,剑桥大学本科生访学项目、康奈尔大学暑期学校、伊利诺伊大学香槟分校、明尼苏达双城大学、杜伦大学、玛丽女王大学、法兰克福大学、新加坡管理大学双硕士学位联合培养项目等)",不限,2
本科批,历史,0002,"中国人民大学(北京,公办)",08,"法学(含双学士学位项目)基地,法学－新闻学、工商管理－法学2个双学士学位培养项目,哈佛大学、鲁汶大学、莱顿大学、新加坡国立大学等校免学费交换项目,“亚洲校园”项目(中日韩三国政府奖学金支持)、中欧欧洲法国际组织后备人才培养项目(国家留基委资助)等］",不限,3
本科批,历史,0002,"中国人民大学(北京,公办)",10,"国际政治(含双学士学位项目)［含政治学、经济学与哲学专业(PPE实验班)、政治学－历史学双学士学位培养项目,16国30余所海外名校学生交换项目(专项奖学金资助),“当代中国与欧盟研究”国际组织后备人才培养项目,伦敦大学国王学院双硕士学位联合培养项目］",政治,2
本科批,历史,0002,"中国人民大学(北京,公办)",11,人力资源管理,不限,3
本科批,历史,9002,"中国人民大学(苏州校区)(江苏,公办)(中外合作)",01,"法语(中外合作办学)(合作院校为法国索邦大学,毕业时可获中法双学位并可赴该校攻读硕士)(外语语种为英语,如有口试须口试合格)",不限,2
本科批,历史,9002,"中国人民大学(苏州校区)(江苏,公办)(中外合作)",03,"金融学(中外合作办学)(合作院校为法国KEDGE商学院,毕业时可获中法双学位并可赴该校攻读硕士)",不限,2
本科批,历史,9002,"中国人民大学(苏州校区)(江苏,公办)(中外合作)",06,"传播学(中外合作办学)(国际新闻传播方向)(合作院校为法国保罗－瓦莱里大学,毕业时可获中法双学位并可赴该校攻读硕士)",不限,1
本科批,历史,0041,"中国人民公安大学(北京,公办)",00,法学,不限,4
本科批,历史,4596,"中国社会科学院大学(北京,公办)",01,思想政治教育,政治,2
本科批,历史,4596,"中国社会科学院大学(北京,公办)",02,马克思主义理论,政治,2
本科批,历史,4596,"中国社会科学院大学(北京,公办)",03,汉语言文学,不限,2
本科批,历史,4596,"中国社会科学院大学(北京,公办)",12,法语(限英语语种),不限,2
本科批,历史,4596,"中国社会科学院大学(北京,公办)",13,国际事务与国际关系,政治,2
本科批,历史,4596,"中国社会科学院大学(北京,公办)",14,政治学与行政学,政治,2
本科批,历史,1414,"中国石油大学(北京)(北京,公办)",25,思想政治教育,政治,3
本科批,历史,1414,"中国石油大学(北京)(北京,公办)",26,英语(只招收英语考生),不限,4
本科批,历史,9414,"中国石油大学(北京)克拉玛依校区(新疆,公办)",C3,英语(只招英语语种考生),不限,2
本科批,历史,9414,"中国石油大学(北京)克拉玛依校区(新疆,公办)",C4,俄语,不限,3
本科批,历史,9414,"中国石油大学(北京)克拉玛依校区(新疆,公办)",C5,汉语言文学,不限,2
本科批,历史,9414,"中国石油大学(北京)克拉玛依校区(新疆,公办)",D1,经济学类(经济学、金融学),不限,2
本科批,历史,9414,"中国石油大学(北京)克拉玛依校区(新疆,公办)",D2,会计学,不限,2
本科批,历史,9414,"中国石油大学(北京)克拉玛依校区(新疆,公办)",D4,思想政治教育,政治,3
本科批,历史,0425,"中国石油大学(华东)(山东,公办)",46,会计学,不限,2
本科批,历史,0425,"中国石油大学(华东)(山东,公办)",47,经济学,不限,2
本科批,历史,0425,"中国石油大学(华东)(山东,公办)",48,市场营销,不限,2
本科批,历史,0425,"中国石油大学(华东)(山东,公办)",49,俄语,不限,2
本科批,历史,0425,"中国石油大学(华东)(山东,公办)",50,英语(只招收英语语种考生),不限,2
本科批,历史,0425,"中国石油大学(华东)(山东,公办)",52,汉语言文学,不限,3
本科批,历史,0049,"中国戏曲学院(北京,公办)",0Q,戏剧影视文学(戏曲文学),不限,2
本科批,历史,0049,"中国戏曲学院(北京,公办)",0S,文化产业管理,不限,1
本科批,历史,0316,"中国药科大学(江苏,公办)",18,经济管理试验班(医药方向)(药事管理、国际经济与贸易、工商管理、经济学、健康服务与管理),不限,5
本科批,历史,0159,"中国医科大学(沈阳,公办)",03,应用心理学(不招收色盲色弱考生),不限,8
本科批,历史,0159,"中国医科大学(沈阳,公办)",24,护理学(不招收色盲色弱考生),不限,30
本科批,历史,0053,"中国政法大学(北京,公办)",01,"哲学(拔尖创新人才培养实验班)(本科学习阶段综合考核排名前10名的学生,将获得我校免试攻读研究生推荐资格,详见章程)",不限,2
本科批,历史,0053,"中国政法大学(北京,公办)",02,法学,不限,16
本科批,历史,0053,"中国政法大学(北京,公办)",03,"法学(法学人才培养模式改革实验班)(第一阶段四年基础学习必修课成绩排名前90％且考核合格的学生,获得我校免试攻读研究生推荐资格,通过我校接收选拔后,进入第二阶段即两年应用学习阶段的学习,合格后授予法律硕士学位)",不限,3
本科批,历史,0053,"中国政法大学(北京,公办)",04,"法学(涉外法治人才培养实验班)(本科学习阶段综合考核排名前30名的学生,将获得我校免试攻读研究生推荐资格,详见章程)",不限,3
本科批,历史,0053,"中国政法大学(北京,公办)",09,社会工作,不限,1
本科批,历史,0053,"中国政法大学(北京,公办)",11,汉语言文学,不限,1
本科批,历史,0053,"中国政法大学(北京,公办)",12,"英语(法律英语实验班)(专业本科学习阶段综合考核排名前12名的学生将获得我校免试攻读研究生推荐资格,详见章程)",不限,1
本科批,历史,0053,"中国政法大学(北京,公办)",16,网络与新媒体,不限,1
本科批,历史,0053,"中国政法大学(北京,公办)",22,思想政治教育,政治,1
本科批,历史,0053,"中国政法大学(北京,公办)",23,国际政治,政治,2
本科批,历史,0053,"中国政法大学(北京,公办)",24,政治学与行政学,政治,2
本科批,历史,0520,"中南财经政法大学(湖北,公办)",07,金融学类(金融学、金融工程、投资学),不限,1
本科批,历史,0520,"中南财经政法大学(湖北,公办)",08,金融学类(保险精算)(保险学、精算学),不限,1
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0A,法学类(法学、法学(民商法方向)、法学(涉外法治方向)、法学(政府法治方向)、法学(刑事司法方向)、知识产权),不限,2
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0C,外国语言文学类(英语、英语(翻译方向)、商务英语)(只招收本语种和英语语种考生)(分流专业以学校公布为准),不限,2
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0D,日语(只招收本语种和英语语种考生),不限,2
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0F,俄语(只招收本语种和英语语种考生),不限,2
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0G,新闻传播学类(新闻学、广播电视学、网络与新媒体),不限,1
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0H,汉语言文学,不限,1
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0K,工商管理类(工商管理、市场营销、人力资源管理、物流管理、电子商务、工商管理(商务分析方向)),不限,1
本科批,历史,0520,"中南财经政法大学(湖北,公办)",0P,工商管理类(会计学院)(会计学、会计学(注册会计师方向)、财务管理),不限,1
本科批,历史,0520,"中南财经政法大学(湖北,公办)",91,少数民族预科班(培养地点:中南财经政法大学),不限,1
本科批,历史,0533,"中南大学(湖南,公办)",A0,金融学类(经济管理类)(国际经济与贸易、金融学、工商管理、会计学、行政管理),不限,5
本科批,历史,0533,"中南大学(湖南,公办)",A1,法学类(社会学、法学),不限,4
本科批,历史,0533,"中南大学(湖南,公办)",A2,中国语言文学类(汉语言文学、数字出版),不限,4
本科批,历史,0533,"中南大学(湖南,公办)",A3,外国语言文学类(英语、法语、日语、西班牙语),不限,3
本科批,历史,0538,"中南林业科技大学(湖南,公办)",14,物流管理,不限,2
本科批,历史,0538,"中南林业科技大学(湖南,公办)",37,工商管理类(市场营销、国际商务、人力资源管理、农林经济管理),不限,2
本科批,历史,0538,"中南林业科技大学(湖南,公办)",39,金融学类(金融学、保险学、国际经济与贸易),不限,4
本科批,历史,0538,"中南林业科技大学(湖南,公办)",42,俄语(只招英语语种考生),不限,2
本科批,历史,0538,"中南林业科技大学(湖南,公办)",43,法语(只招英语语种考生),不限,2
本科批,历史,0538,"中南林业科技大学(湖南,公办)",44,日语(招日语或英语语种考生),不限,2
本科批,历史,0538,"中南林业科技大学(湖南,公办)",45,朝鲜语(只招英语语种考生),不限,2
本科批,历史,0538,"中南林业科技大学(湖南,公办)",46,旅游管理类(旅游管理、酒店管理、会展经济与管理),不限,8
本科批,历史,0538,"中南林业科技大学(湖南,公办)",48,行政管理,不限,2
本科批,历史,0524,"中南民族大学(湖北,公办)",12,公共管理类(行政管理、劳动与社会保障、土地资源管理),不限,3
本科批,历史,0524,"中南民族大学(湖北,公办)",33,社会学类(招少数民族考生)(社会学、社会工作、民族学)(只招少数民族考生),政治,2
本科批,历史,0524,"中南民族大学(湖北,公办)",41,工商管理类(招少数民族考生)(工商管理、市场营销、人力资源管理、会计学、财务管理)(只招少数民族考生),不限,3
本科批,历史,0524,"中南民族大学(湖北,公办)",91,少数民族预科班(本校培养),不限,2
本科批,历史,0558,"中山大学(广东,公办)",03,历史学(广州),不限,4
本科批,历史,0558,"中山大学(广东,公办)",05,哲学类(广州)(哲学、逻辑学),不限,2
本科批,历史,0558,"中山大学(广东,公办)",06,社会学类(社会学、人类学、考古学),不限,2
本科批,历史,0558,"中山大学(广东,公办)",09,外国语言文学类(珠海)(英语、阿拉伯语、西班牙语、朝鲜语、俄语),不限,2
本科批,历史,0558,"中山大学(广东,公办)",0B,公共管理类(行政管理、政治学与行政学),政治,2
本科批,历史,0558,"中山大学(广东,公办)",18,汉语言文学(珠海),不限,2
本科批,历史,0558,"中山大学(广东,公办)",1B,经济学类(珠海)(经济学、金融学),不限,4
本科批,历史,0558,"中山大学(广东,公办)",1C,国际政治(珠海),政治,2
本科批,历史,0034,"中央财经大学(北京,公办)",02,财政学类(财政学、税收学、资产评估、财政学(财政基础理论基地班)),不限,2
本科批,历史,0034,"中央财经大学(北京,公办)",06,工商管理类(会计学院)(会计学、财务管理),不限,2
本科批,历史,0034,"中央财经大学(北京,公办)",14,经济学类(经济学、国民经济管理),不限,2
本科批,历史,0034,"中央财经大学(北京,公办)",15,工商管理类(商学院)(工商管理、市场营销(大数据营销)、人力资源管理、供应链管理),不限,2
本科批,历史,0034,"中央财经大学(北京,公办)",19,公共管理类(行政管理、公共事业管理、城市管理),不限,2
本科批,历史,0034,"中央财经大学(北京,公办)",22,法学(卓越法治人才教育培养计划),不限,3
本科批,历史,0034,"中央财经大学(北京,公办)",26,新闻传播学类(新闻学、广告学),不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",01,哲学类(哲学、宗教学),不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",02,经济学类(经济学、数字经济、财政学、金融学、国际经济与贸易),不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",03,法学类(法学、法学(涉外法治)),不限,4
本科批,历史,0052,"中央民族大学(北京,公办)",05,社会学类(社会学、社会工作),不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",07,文物与博物馆学,不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",08,历史学类(历史学(基地班)、历史学(中国与周边国家关系史实验班))(50％毕业生符合条件可保研),不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",09,教育学,不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",10,汉语国际教育,不限,3
本科批,历史,0052,"中央民族大学(北京,公办)",11,汉语言文学,不限,3
本科批,历史,0052,"中央民族大学(北京,公办)",12,新闻传播学类(新闻学、广告学),不限,5
本科批,历史,0052,"中央民族大学(北京,公办)",14,公共管理类(公共事业管理、行政管理),不限,3
本科批,历史,0052,"中央民族大学(北京,公办)",15,外国语言文学类(英语、翻译),不限,2
本科批,历史,0052,"中央民族大学(北京,公办)",22,中国少数民族语言文学(朝鲜)(只招收加试朝鲜语或使用朝鲜语答卷的考生),不限,4
本科批,历史,0052,"中央民族大学(北京,公办)",91,少数民族预科班(一年后根据预科期间学业成绩的高低顺序依次选专业),不限,2
本科批,历史,0048,"中央戏剧学院(北京,公办)",12,"戏剧影视文学(戏剧创作)(不组织专业考试,直接使用高考文化成绩录取.文化课分数须达特殊类型控制分数线)",不限,3
本科批,历史,0048,"中央戏剧学院(北京,公办)",13,"戏剧影视文学(电视剧创作)(不组织专业考试,直接使用高考文化成绩录取.文化课分数须达特殊类型控制分数线)",不限,2
本科批,历史,0048,"中央戏剧学院(北京,公办)",21,"戏剧教育(不组织专业考试,直接使用高考文化成绩录取.文化课分数须达特殊类型控制分数线)",不限,3
本科批,历史,0048,"中央戏剧学院(北京,公办)",23,"艺术管理(剧院管理)(不组织专业考试,直接使用高考文化成绩录取.文化课分数须达特殊类型控制分数线)",不限,3
本科批,历史,0465,"中原工学院(河南,公办)",06,汉语国际教育,不限,3
本科批,历史,0478,"周口师范学院(河南,公办)",05,日语,不限,4
本科批,历史,0478,"周口师范学院(河南,公办)",28,法学,政治,2
本科批,历史,0478,"周口师范学院(河南,公办)",29,电子商务,不限,2
本科批,历史,0478,"周口师范学院(河南,公办)",30,人力资源管理,不限,2
本科批,历史,0478,"周口师范学院(河南,公办)",31,财务管理,不限,2
本科批,历史,0478,"周口师范学院(河南,公办)",33,国际经济与贸易,不限,2
本科批,历史,0478,"周口师范学院(河南,公办)",41,思想政治教育(师范类),政治,3
本科批,历史,0478,"周口师范学院(河南,公办)",42,历史学(师范类),不限,3
本科批,历史,0478,"周口师范学院(河南,公办)",43,汉语言文学(师范类),不限,3
本科批,历史,0478,"周口师范学院(河南,公办)",44,英语(师范类),不限,3
本科批,历史,0478,"周口师范学院(河南,公办)",8K,网络与新媒体,不限,3
本科批,历史,0478,"周口师范学院(河南,公办)",Z6,翻译,不限,4
本科批,历史,3684,"珠海科技学院(广东,民办)",08,学前教育(师范),不限,2
本科批,历史,3684,"珠海科技学院(广东,民办)",10,广告学,不限,2
本科批,历史,3684,"珠海科技学院(广东,民办)",20,会计学,不限,2
本科批,历史,3684,"珠海科技学院(广东,民办)",23,金融学,不限,2
本科批,历史,3684,"珠海科技学院(广东,民办)",31,会展经济与管理,不限,2
本科批,历史,3684,"珠海科技学院(广东,民办)",33,日语［下转第18、19期］,不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",01,经济统计学,不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",08,会计学,不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",14,电子商务,不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",16,经济学,不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",19,财政学类(财政学、税收学),不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",20,金融学类(金融工程、保险学、投资学、互联网金融),不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",21,经济与贸易类(国际经济与贸易、贸易经济),不限,3
本科批,物理,0378,"安徽财经大学(安徽,公办)",24,计算机类(计算机科学与技术、物联网工程),不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",27,信息管理与信息系统,不限,2
本科批,物理,0378,"安徽财经大学(安徽,公办)",35,应用统计学(中外合作办学),不限,2
本科批,物理,0357,"安徽大学(安徽,公办)",02,数学类(数学与应用数学、信息与计算科学),不限,4
本科批,物理,0357,"安徽大学(安徽,公办)",0G,电子信息工程,不限,4
本科批,物理,0357,"安徽大学(安徽,公办)",0K,电气工程及其自动化,不限,4
本科批,物理,0357,"安徽大学(安徽,公办)",0M,机械类(机械设计制造及其自动化、智能制造工程),不限,3
本科批,物理,0357,"安徽大学(安徽,公办)",0T,计算机类(数据科学与大数据技术、网络空间安全、物联网工程、网络工程、智能科学与技术)(龙河校区),不限,5
本科批,物理,0357,"安徽大学(安徽,公办)",0U,人工智能,不限,6
本科批,物理,0357,"安徽大学(安徽,公办)",0X,集成电路设计与集成系统,不限,4
本科批,物理,0357,"安徽大学(安徽,公办)",16,金融学,不限,2
本科批,物理,0357,"安徽大学(安徽,公办)",24,计算机科学与技术,不限,3
本科批,物理,0357,"安徽大学(安徽,公办)",2A,通信工程,不限,3
本科批,物理,0363,"安徽工程大学(安徽,公办)",0D,自动化,不限,2
本科批,物理,0363,"安徽工程大学(安徽,公办)",0X,高分子材料与工程(色觉异常不能录取),化学,2
本科批,物理,0363,"安徽工程大学(安徽,公办)",1F,数据科学与大数据技术,不限,2
本科批,物理,0363,"安徽工程大学(安徽,公办)",1H,统计学,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",A1,材料成型及控制工程,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",B1,材料类(材料科学与工程、无机非金属材料工程、焊接技术与工程),不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",C2,化学工程与工艺,化或生,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",D5,建筑环境与能源应用工程,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",E2,机械工程,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",E3,机械设计制造及其自动化,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",F5,自动化,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",G1,计算机类(计算机科学与技术、软件工程),不限,3
本科批,物理,0360,"安徽工业大学(安徽,公办)",H7,物流工程,不限,2
本科批,物理,0360,"安徽工业大学(安徽,公办)",N9,经济统计学,不限,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",01,土木工程,不限,1
本科批,物理,0878,"安徽建筑大学(安徽,公办)",08,交通工程,化学,1
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0E,能源与动力工程,不限,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0H,环境工程,化或生,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0R,会计学,不限,3
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0S,财务管理,不限,1
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0T,资产评估,不限,1
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0V,通信工程,不限,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",0X,网络工程,不限,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",13,高分子材料与工程,化学,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",1K,电气工程及其自动化,不限,2
本科批,物理,0878,"安徽建筑大学(安徽,公办)",1P,劳动与社会保障,不限,1
本科批,物理,0879,"安徽科技学院(安徽,公办)",0E,国际经济与贸易(在蚌埠龙湖校区就读),不限,1
本科批,物理,0879,"安徽科技学院(安徽,公办)",0G,建筑电气与智能化(在蚌埠龙湖校区就读),不限,1
本科批,物理,0879,"安徽科技学院(安徽,公办)",0K,电气工程及其自动化(在蚌埠龙湖校区就读),不限,1
本科批,物理,0879,"安徽科技学院(安徽,公办)",0Q,应用化学(在蚌埠龙湖校区就读),化学,2
本科批,物理,0879,"安徽科技学院(安徽,公办)",0R,无机非金属材料工程(在蚌埠龙湖校区就读),化学,2
本科批,物理,0879,"安徽科技学院(安徽,公办)",0S,材料科学与工程(在蚌埠龙湖校区就读),化学,3
本科批,物理,0879,"安徽科技学院(安徽,公办)",0U,城乡规划(在蚌埠龙湖校区就读),不限,2
本科批,物理,0879,"安徽科技学院(安徽,公办)",0W,建筑学(在蚌埠龙湖校区就读),不限,2
本科批,物理,0879,"安徽科技学院(安徽,公办)",10,数据科学与大数据技术(在蚌埠龙湖校区就读),不限,1
本科批,物理,0361,"安徽理工大学(安徽,公办)",0D,工程力学,不限,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",0H,过程装备与控制工程,不限,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",0L,测控技术与仪器,不限,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",0M,无机非金属材料工程,化学,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",0P,复合材料与工程,化学,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",17,土木工程,不限,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",18,建筑环境与能源应用工程,不限,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",19,给排水科学与工程,化学,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",1D,测绘工程,地理,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",1M,地质工程,不限,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",1Y,安全工程,化学,2
本科批,物理,0361,"安徽理工大学(安徽,公办)",2G,护理学,不限,2
本科批,物理,0364,"安徽农业大学(安徽,公办)",0B,动物科学,化或生,1
本科批,物理,0364,"安徽农业大学(安徽,公办)",0F,茶学,化学,2
本科批,物理,0364,"安徽农业大学(安徽,公办)",0H,数据科学与大数据技术,不限,2
本科批,物理,0364,"安徽农业大学(安徽,公办)",0M,生物科学类(生物科学、生物技术),化或生,2
本科批,物理,0364,"安徽农业大学(安徽,公办)",0U,机械类(机械设计制造及其自动化、车辆工程),不限,2
本科批,物理,0364,"安徽农业大学(安徽,公办)",13,计算机科学与技术,不限,1
本科批,物理,0370,"安徽师范大学(安徽,公办)",08,经济学,不限,2
本科批,物理,0370,"安徽师范大学(安徽,公办)",10,金融工程,不限,2
本科批,物理,0370,"安徽师范大学(安徽,公办)",11,会计学,不限,2
本科批,物理,0370,"安徽师范大学(安徽,公办)",12,财务管理,不限,2
本科批,物理,0370,"安徽师范大学(安徽,公办)",29,统计学,不限,2
